id,doi,title,abstract,summary,domains,topics,description,expert_id,type,subtitles,publishers,collection,date_issue,citation,language,identifiers,created_at,updated_at,source,authors,publication_year,field,subfield
2134531926,https://knowhub.aphrc.org/handle/123456789/1353,"National and Subnational Coverage and Other Service Statistics for Reproductive, Maternal, Newborn and Child Health From Health Facility Data and Surveys -Zimbabwe","Publication about National and Subnational Coverage and Other Service Statistics for Reproductive, Maternal, Newborn and Child Health From Health Facility Data and Surveys -Zimbabwe","(""Failed to generate content due to technical issues"",)",,,"Publication about National and Subnational Coverage and Other Service Statistics for Reproductive, Maternal, Newborn and Child Health From Health Facility Data and Surveys -Zimbabwe",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1353', 'keywords': [], 'source_id': 'knowhub-123456789-1353', 'content_type': 'publications'}",2025-03-11 12:18:06.318387+00:00,2025-03-11 12:18:06.318387+00:00,knowhub,{},,,
2134531927,https://knowhub.aphrc.org/handle/123456789/1360,Etude De Cas Sur Les Inegalites Socio-Spatiales D' acces a la Cesarienne Dans Les Bidonvilles De Dakar (Senegal),Publication about Etude De Cas Sur Les Inegalites Socio-Spatiales D' acces a la Cesarienne Dans Les Bidonvilles De Dakar (Senegal),"(""Failed to generate content due to technical issues"",)",,,Publication about Etude De Cas Sur Les Inegalites Socio-Spatiales D' acces a la Cesarienne Dans Les Bidonvilles De Dakar (Senegal),,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1360', 'keywords': [], 'source_id': 'knowhub-123456789-1360', 'content_type': 'publications'}",2025-03-11 12:18:07.436160+00:00,2025-03-11 12:18:07.436160+00:00,knowhub,{},,,
2134531951,https://knowhub.aphrc.org/handle/123456789/444,Annual,Publication about Annual,"(""Failed to generate content due to technical issues"",)",,,Publication about Annual,,multimedia,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/444', 'keywords': [], 'source_id': 'knowhub-123456789-444', 'content_type': 'multimedia'}",2025-03-11 12:41:40.383465+00:00,2025-03-11 12:41:40.383465+00:00,knowhub,{},,,
2134531928,https://knowhub.aphrc.org/handle/123456789/1345,"National and Subnational Coverage and Other Service Statistics for Reproductive, Maternal, Newborn and Child Health From Survey and Health Facility Data - Mali","Publication about National and Subnational Coverage and Other Service Statistics for Reproductive, Maternal, Newborn and Child Health From Survey and Health Facility Data - Mali","(""Failed to generate content due to technical issues"",)",,,"Publication about National and Subnational Coverage and Other Service Statistics for Reproductive, Maternal, Newborn and Child Health From Survey and Health Facility Data - Mali",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1345', 'keywords': [], 'source_id': 'knowhub-123456789-1345', 'content_type': 'publications'}",2025-03-11 12:18:08.323776+00:00,2025-03-11 12:18:08.323776+00:00,knowhub,{},,,
2134531929,https://knowhub.aphrc.org/handle/123456789/1358,"Revue Des Progres En Matiere De Sante de la Reproduction de la Mere, Du Nouveau- Ne, De L' enfant Et De L' adolescent Et de la Nutrition (SRMNIA-N)-Senegal","Publication about Revue Des Progres En Matiere De Sante de la Reproduction de la Mere, Du Nouveau- Ne, De L' enfant Et De L' adolescent Et de la Nutrition (SRMNIA-N)-Senegal","(""Failed to generate content due to technical issues"",)",,,"Publication about Revue Des Progres En Matiere De Sante de la Reproduction de la Mere, Du Nouveau- Ne, De L' enfant Et De L' adolescent Et de la Nutrition (SRMNIA-N)-Senegal",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1358', 'keywords': [], 'source_id': 'knowhub-123456789-1358', 'content_type': 'publications'}",2025-03-11 12:18:09.313646+00:00,2025-03-11 12:18:09.313646+00:00,knowhub,{},,,
2134531930,https://knowhub.aphrc.org/handle/123456789/1350,"Evaluation Report - the Liberia Reproductive, Maternal, Newborn, Child, and Adolescent Health (RMNCAH) Investment Case (IC) 2016-2020","Publication about Evaluation Report - the Liberia Reproductive, Maternal, Newborn, Child, and Adolescent Health (RMNCAH) Investment Case (IC) 2016-2020","(""Failed to generate content due to technical issues"",)",,,"Publication about Evaluation Report - the Liberia Reproductive, Maternal, Newborn, Child, and Adolescent Health (RMNCAH) Investment Case (IC) 2016-2020",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1350', 'keywords': [], 'source_id': 'knowhub-123456789-1350', 'content_type': 'publications'}",2025-03-11 12:18:10.089152+00:00,2025-03-11 12:18:10.089152+00:00,knowhub,{},,,
2134531931,https://knowhub.aphrc.org/handle/123456789/1347,"National and Subnational Coverage for Reproductive, Maternal, Newborn and Child Health From Health Facility Data and Surveys, 2017-2021-Tanzania","Publication about National and Subnational Coverage for Reproductive, Maternal, Newborn and Child Health From Health Facility Data and Surveys, 2017-2021-Tanzania","(""Failed to generate content due to technical issues"",)",,,"Publication about National and Subnational Coverage for Reproductive, Maternal, Newborn and Child Health From Health Facility Data and Surveys, 2017-2021-Tanzania",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1347', 'keywords': [], 'source_id': 'knowhub-123456789-1347', 'content_type': 'publications'}",2025-03-11 12:18:10.863132+00:00,2025-03-11 12:18:10.863132+00:00,knowhub,{},,,
2134531932,https://knowhub.aphrc.org/handle/123456789/297,Development of The National Sanitation Management Policy (NSMP) in Kenya: A Narrative Descriptive Account of The Journey,Publication about Development of The National Sanitation Management Policy (NSMP) in Kenya: A Narrative Descriptive Account of The Journey,"(""Failed to generate content due to technical issues"",)",,,Publication about Development of The National Sanitation Management Policy (NSMP) in Kenya: A Narrative Descriptive Account of The Journey,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/297', 'keywords': [], 'source_id': 'knowhub-123456789-297', 'content_type': 'documents'}",2025-03-11 12:18:21.399417+00:00,2025-03-11 12:18:21.399417+00:00,knowhub,{},,,
2134531933,https://knowhub.aphrc.org/handle/123456789/293,Institutional Design and Management of a Continental Research Fund in Africa: Insights from an International Review of Research Funding Bodies,Publication about Institutional Design and Management of a Continental Research Fund in Africa: Insights from an International Review of Research Funding Bodies,"(""Failed to generate content due to technical issues"",)",,,Publication about Institutional Design and Management of a Continental Research Fund in Africa: Insights from an International Review of Research Funding Bodies,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/293', 'keywords': [], 'source_id': 'knowhub-123456789-293', 'content_type': 'documents'}",2025-03-11 12:18:22.203723+00:00,2025-03-11 12:18:22.203723+00:00,knowhub,{},,,
2134531934,https://knowhub.aphrc.org/handle/123456789/292,Examination of LGBT people’s lived experiences and public perceptions of sexual and gender minorities in Rwanda,Publication about Examination of LGBT people’s lived experiences and public perceptions of sexual and gender minorities in Rwanda,"(""Failed to generate content due to technical issues"",)",,,Publication about Examination of LGBT people’s lived experiences and public perceptions of sexual and gender minorities in Rwanda,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/292', 'keywords': [], 'source_id': 'knowhub-123456789-292', 'content_type': 'documents'}",2025-03-11 12:18:23.049599+00:00,2025-03-11 12:18:23.049599+00:00,knowhub,{},,,
2134531935,https://knowhub.aphrc.org/handle/123456789/291,The State of Education and Sexual and Reproductive Health and Rights for Adolescent Girls in Senegal: Findings of the Exploratory Study,Publication about The State of Education and Sexual and Reproductive Health and Rights for Adolescent Girls in Senegal: Findings of the Exploratory Study,"(""Failed to generate content due to technical issues"",)",,,Publication about The State of Education and Sexual and Reproductive Health and Rights for Adolescent Girls in Senegal: Findings of the Exploratory Study,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/291', 'keywords': [], 'source_id': 'knowhub-123456789-291', 'content_type': 'documents'}",2025-03-11 12:18:23.789259+00:00,2025-03-11 12:18:23.789259+00:00,knowhub,{},,,
2134531936,https://knowhub.aphrc.org/handle/123456789/290,Expériences de l’avortement au Bénin: déterminants sociaux et parcours de soins dans le département de l’Atlantique,Publication about Expériences de l’avortement au Bénin: déterminants sociaux et parcours de soins dans le département de l’Atlantique,"(""Failed to generate content due to technical issues"",)",,,Publication about Expériences de l’avortement au Bénin: déterminants sociaux et parcours de soins dans le département de l’Atlantique,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/290', 'keywords': [], 'source_id': 'knowhub-123456789-290', 'content_type': 'documents'}",2025-03-11 12:18:24.540512+00:00,2025-03-11 12:18:24.540512+00:00,knowhub,{},,,
2134531937,https://knowhub.aphrc.org/handle/123456789/266,Visibilizing Climate Change Impacts on Nutrition and Mental Health Among Vulnerable Populations in East African Drylands to Catalyse Climate Action at Scale,Publication about Visibilizing Climate Change Impacts on Nutrition and Mental Health Among Vulnerable Populations in East African Drylands to Catalyse Climate Action at Scale,"(""Failed to generate content due to technical issues"",)",,,Publication about Visibilizing Climate Change Impacts on Nutrition and Mental Health Among Vulnerable Populations in East African Drylands to Catalyse Climate Action at Scale,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/266', 'keywords': [], 'source_id': 'knowhub-123456789-266', 'content_type': 'documents'}",2025-03-11 12:18:25.277078+00:00,2025-03-11 12:18:25.277078+00:00,knowhub,{},,,
2134531938,https://knowhub.aphrc.org/handle/123456789/98,Kenya – National Adolescent Mental Health Survey (K-NAMHS),Publication about Kenya – National Adolescent Mental Health Survey (K-NAMHS),"(""Failed to generate content due to technical issues"",)",,,Publication about Kenya – National Adolescent Mental Health Survey (K-NAMHS),,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/98', 'keywords': [], 'source_id': 'knowhub-123456789-98', 'content_type': 'other'}",2025-03-11 12:18:27.418154+00:00,2025-03-11 12:18:27.418154+00:00,knowhub,{},,,
2134531939,https://knowhub.aphrc.org/handle/123456789/307,Report of Case Studies on Responses to the Covid-19 Pandemic in Africa’s Educational Systems,Publication about Report of Case Studies on Responses to the Covid-19 Pandemic in Africa’s Educational Systems,"(""Failed to generate content due to technical issues"",)",,,Publication about Report of Case Studies on Responses to the Covid-19 Pandemic in Africa’s Educational Systems,,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/307', 'keywords': [], 'source_id': 'knowhub-123456789-307', 'content_type': 'reports'}",2025-03-11 12:18:29.199254+00:00,2025-03-11 12:18:29.199254+00:00,knowhub,{},,,
2134531940,https://knowhub.aphrc.org/handle/123456789/242,Increasing Adolescents’ Access to Sexual and Reproductive Health Information and Services in Malawi: A Problem Driven Political Economy Analysis,Publication about Increasing Adolescents’ Access to Sexual and Reproductive Health Information and Services in Malawi: A Problem Driven Political Economy Analysis,"(""Failed to generate content due to technical issues"",)",,,Publication about Increasing Adolescents’ Access to Sexual and Reproductive Health Information and Services in Malawi: A Problem Driven Political Economy Analysis,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/242', 'keywords': [], 'source_id': 'knowhub-123456789-242', 'content_type': 'documents'}",2025-03-11 12:18:29.953276+00:00,2025-03-11 12:18:29.953276+00:00,knowhub,{},,,
2134531941,https://knowhub.aphrc.org/handle/123456789/126,Annual Performance Report 2020: Navigating the New Normal,Publication about Annual Performance Report 2020: Navigating the New Normal,"(""Failed to generate content due to technical issues"",)",,,Publication about Annual Performance Report 2020: Navigating the New Normal,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/126', 'keywords': [], 'source_id': 'knowhub-123456789-126', 'content_type': 'publications'}",2025-03-11 12:23:16.874707+00:00,2025-03-11 12:23:16.874707+00:00,knowhub,{},,,
2134531942,https://knowhub.aphrc.org/handle/123456789/127,Annual Report 2021: The Cogs that Turn the APHRC Machine,Publication about Annual Report 2021: The Cogs that Turn the APHRC Machine,"(""Failed to generate content due to technical issues"",)",,,Publication about Annual Report 2021: The Cogs that Turn the APHRC Machine,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/127', 'keywords': [], 'source_id': 'knowhub-123456789-127', 'content_type': 'publications'}",2025-03-11 12:23:31.309615+00:00,2025-03-11 12:23:31.309615+00:00,knowhub,{},,,
2134531943,https://knowhub.aphrc.org/handle/123456789/146,APHRC Financial Statement for the Year Ended 31st December 2016,Publication about APHRC Financial Statement for the Year Ended 31st December 2016,"(""Failed to generate content due to technical issues"",)",,,Publication about APHRC Financial Statement for the Year Ended 31st December 2016,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/146', 'keywords': [], 'source_id': 'knowhub-123456789-146', 'content_type': 'publications'}",2025-03-11 12:23:43.854688+00:00,2025-03-11 12:23:43.854688+00:00,knowhub,{},,,
2134531944,https://knowhub.aphrc.org/handle/123456789/106,Annual Performance Review Report 2021,Publication about Annual Performance Review Report 2021,"(""Failed to generate content due to technical issues"",)",,,Publication about Annual Performance Review Report 2021,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/106', 'keywords': [], 'source_id': 'knowhub-123456789-106', 'content_type': 'publications'}",2025-03-11 12:23:55.682036+00:00,2025-03-11 12:23:55.682036+00:00,knowhub,{},,,
2134531945,https://knowhub.aphrc.org/handle/123456789/120,Domestication of the Maputo Protocol in Democratic Republic of Congo (DRC): Lessons to Advance Access to Safe Abortion on the African Continent,Publication about Domestication of the Maputo Protocol in Democratic Republic of Congo (DRC): Lessons to Advance Access to Safe Abortion on the African Continent,"(""Failed to generate content due to technical issues"",)",,,Publication about Domestication of the Maputo Protocol in Democratic Republic of Congo (DRC): Lessons to Advance Access to Safe Abortion on the African Continent,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/120', 'keywords': [], 'source_id': 'knowhub-123456789-120', 'content_type': 'publications'}",2025-03-11 12:23:59.074696+00:00,2025-03-11 12:23:59.074696+00:00,knowhub,{},,,
2134531946,https://knowhub.aphrc.org/handle/123456789/145,Financial Reporting,Publication about Financial Reporting,"(""Failed to generate content due to technical issues"",)",,,Publication about Financial Reporting,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/145', 'keywords': [], 'source_id': 'knowhub-123456789-145', 'content_type': 'publications'}",2025-03-11 12:32:06.444102+00:00,2025-03-11 12:32:06.444102+00:00,knowhub,{},,,
2134531947,https://knowhub.aphrc.org/handle/123456789/986,Quarter 1,Publication about Quarter 1,"(""Failed to generate content due to technical issues"",)",,,Publication about Quarter 1,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/986', 'keywords': [], 'source_id': 'knowhub-123456789-986', 'content_type': 'other'}",2025-03-11 12:35:10.017751+00:00,2025-03-11 12:35:10.017751+00:00,knowhub,{},,,
2134531948,https://knowhub.aphrc.org/handle/123456789/526,Quarter 22,Publication about Quarter 22,"(""Failed to generate content due to technical issues"",)",,,Publication about Quarter 22,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/526', 'keywords': [], 'source_id': 'knowhub-123456789-526', 'content_type': 'other'}",2025-03-11 12:36:45.031458+00:00,2025-03-11 12:36:45.031458+00:00,knowhub,{},,,
2134531953,https://knowhub.aphrc.org/handle/123456789/103,2014 Annual Report Championing Evidence Use Changing Lives,Publication about 2014 Annual Report Championing Evidence Use Changing Lives,"(""Failed to generate content due to technical issues"",)",,,Publication about 2014 Annual Report Championing Evidence Use Changing Lives,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/103', 'keywords': [], 'source_id': 'knowhub-123456789-103', 'content_type': 'publications'}",2025-03-11 12:57:44.906202+00:00,2025-03-11 12:57:44.906202+00:00,knowhub,{},,,
2134531954,https://knowhub.aphrc.org/handle/123456789/2100,2022-2026 Strategic Plan Signature Issues,Publication about 2022-2026 Strategic Plan Signature Issues,"(""Failed to generate content due to technical issues"",)",,,Publication about 2022-2026 Strategic Plan Signature Issues,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/2100', 'keywords': [], 'source_id': 'knowhub-123456789-2100', 'content_type': 'documents'}",2025-03-11 12:58:20.270046+00:00,2025-03-11 12:58:20.270046+00:00,knowhub,{},,,
2134531955,https://knowhub.aphrc.org/handle/123456789/1638,Reports and Papers,Publication about Reports and Papers,"(""Failed to generate content due to technical issues"",)",,,Publication about Reports and Papers,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1638', 'keywords': [], 'source_id': 'knowhub-123456789-1638', 'content_type': 'publications'}",2025-03-11 13:03:04.829969+00:00,2025-03-11 13:03:04.829969+00:00,knowhub,{},,,
2134531956,https://knowhub.aphrc.org/handle/123456789/2026,Program Accounting,Publication about Program Accounting,"(""Failed to generate content due to technical issues"",)",,,Publication about Program Accounting,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/2026', 'keywords': [], 'source_id': 'knowhub-123456789-2026', 'content_type': 'documents'}",2025-03-11 13:03:42.766192+00:00,2025-03-11 13:03:42.766192+00:00,knowhub,{},,,
2134531957,https://knowhub.aphrc.org/handle/123456789/2037,Early Childhood Development,Publication about Early Childhood Development,"(""Failed to generate content due to technical issues"",)",,,Publication about Early Childhood Development,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/2037', 'keywords': [], 'source_id': 'knowhub-123456789-2037', 'content_type': 'documents'}",2025-03-11 13:04:25.941159+00:00,2025-03-11 13:04:25.941159+00:00,knowhub,{},,,
2134531958,https://knowhub.aphrc.org/handle/123456789/2038,Education and Youth Empowerment,Publication about Education and Youth Empowerment,"(""Failed to generate content due to technical issues"",)",,,Publication about Education and Youth Empowerment,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/2038', 'keywords': [], 'source_id': 'knowhub-123456789-2038', 'content_type': 'documents'}",2025-03-11 13:04:28.895409+00:00,2025-03-11 13:04:28.895409+00:00,knowhub,{},,,
2134531959,https://knowhub.aphrc.org/handle/123456789/339,Negative Experiences,Publication about Negative Experiences,"(""Failed to generate content due to technical issues"",)",,,Publication about Negative Experiences,,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/339', 'keywords': [], 'source_id': 'knowhub-123456789-339', 'content_type': 'reports'}",2025-03-11 13:04:45.701479+00:00,2025-03-11 13:04:45.701479+00:00,knowhub,{},,,
2134531960,https://knowhub.aphrc.org/handle/123456789/909,Proposal Lessons,Publication about Proposal Lessons,"(""Failed to generate content due to technical issues"",)",,,Publication about Proposal Lessons,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/909', 'keywords': [], 'source_id': 'knowhub-123456789-909', 'content_type': 'other'}",2025-03-11 13:04:48.059737+00:00,2025-03-11 13:04:48.059737+00:00,knowhub,{},,,
2134531961,https://knowhub.aphrc.org/handle/123456789/1733,2024 Pause and Reflect Session,Publication about 2024 Pause and Reflect Session,"(""Failed to generate content due to technical issues"",)",,,Publication about 2024 Pause and Reflect Session,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1733', 'keywords': [], 'source_id': 'knowhub-123456789-1733', 'content_type': 'publications'}",2025-03-11 13:05:11.625392+00:00,2025-03-11 13:05:11.625392+00:00,knowhub,{},,,
2134531962,https://knowhub.aphrc.org/handle/123456789/1560,Brownbag,Publication about Brownbag,"(""Failed to generate content due to technical issues"",)",,,Publication about Brownbag,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1560', 'keywords': [], 'source_id': 'knowhub-123456789-1560', 'content_type': 'publications'}",2025-03-11 13:05:44.387157+00:00,2025-03-11 13:05:44.387157+00:00,knowhub,{},,,
2134531963,https://knowhub.aphrc.org/handle/123456789/976,Executive Director,Publication about Executive Director,"(""Failed to generate content due to technical issues"",)",,,Publication about Executive Director,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/976', 'keywords': [], 'source_id': 'knowhub-123456789-976', 'content_type': 'other'}",2025-03-11 13:05:45.108626+00:00,2025-03-11 13:05:45.108626+00:00,knowhub,{},,,
2134531964,https://knowhub.aphrc.org/handle/123456789/977,Risk Management,Publication about Risk Management,"(""Failed to generate content due to technical issues"",)",,,Publication about Risk Management,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/977', 'keywords': [], 'source_id': 'knowhub-123456789-977', 'content_type': 'other'}",2025-03-11 13:05:47.102258+00:00,2025-03-11 13:05:47.102258+00:00,knowhub,{},,,
2134531965,https://knowhub.aphrc.org/handle/123456789/779,Operational,Publication about Operational,"(""Failed to generate content due to technical issues"",)",,,Publication about Operational,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/779', 'keywords': [], 'source_id': 'knowhub-123456789-779', 'content_type': 'other'}",2025-03-11 13:05:55.168266+00:00,2025-03-11 13:05:55.168266+00:00,knowhub,{},,,
2134531966,https://knowhub.aphrc.org/handle/123456789/780,Strategic,Publication about Strategic,"(""Failed to generate content due to technical issues"",)",,,Publication about Strategic,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/780', 'keywords': [], 'source_id': 'knowhub-123456789-780', 'content_type': 'other'}",2025-03-11 13:05:57.565857+00:00,2025-03-11 13:05:57.565857+00:00,knowhub,{},,,
2134531967,https://knowhub.aphrc.org/handle/123456789/1197,PEC,Publication about PEC,"(""Failed to generate content due to technical issues"",)",,,Publication about PEC,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1197', 'keywords': [], 'source_id': 'knowhub-123456789-1197', 'content_type': 'publications'}",2025-03-11 13:06:05.577693+00:00,2025-03-11 13:06:05.577693+00:00,knowhub,{},,,
2134531968,https://knowhub.aphrc.org/handle/123456789/1646,Audit Committee Minutes,Publication about Audit Committee Minutes,"(""Failed to generate content due to technical issues"",)",,,Publication about Audit Committee Minutes,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1646', 'keywords': [], 'source_id': 'knowhub-123456789-1646', 'content_type': 'publications'}",2025-03-11 13:09:37.751522+00:00,2025-03-11 13:09:37.751522+00:00,knowhub,{},,,
2134531971,https://knowhub.aphrc.org/handle/123456789/1650,HRC Minutes,Publication about HRC Minutes,"(""Failed to generate content due to technical issues"",)",,,Publication about HRC Minutes,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1650', 'keywords': [], 'source_id': 'knowhub-123456789-1650', 'content_type': 'publications'}",2025-03-11 13:09:52.168012+00:00,2025-03-11 13:09:52.168012+00:00,knowhub,{},,,
2134531972,https://knowhub.aphrc.org/handle/123456789/1651,NAGC Minutes,Publication about NAGC Minutes,"(""Failed to generate content due to technical issues"",)",,,Publication about NAGC Minutes,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1651', 'keywords': [], 'source_id': 'knowhub-123456789-1651', 'content_type': 'publications'}",2025-03-11 13:09:57.144349+00:00,2025-03-11 13:09:57.144349+00:00,knowhub,{},,,
2134531973,https://doi.org/10.1080/1034912X.2024.2329628,Universal Design for Learning in Low- and Middle-Income Countries: A Review of the Literature,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 15:16:03.019363+00:00,2025-03-11 15:16:03.019363+00:00,orcid,[],2024,,
2134531974,https://doi.org/10.3390/disabilities3040043,Implementation of Universal Design for Learning in Low- and Middle-Income Countries: ‘I Thought These Principles Could Have Been Written by Me’,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 17:14:05.192091+00:00,2025-03-11 17:14:05.192091+00:00,orcid,[],2023,,
2134531975,https://knowhub.aphrc.org/handle/123456789/1640,Audit Committee Reports and Papers,Publication about Audit Committee Reports and Papers,"(""Failed to generate content due to technical issues"",)",,,Publication about Audit Committee Reports and Papers,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1640', 'keywords': [], 'source_id': 'knowhub-123456789-1640', 'content_type': 'publications'}",2025-03-11 20:02:11.916287+00:00,2025-03-11 20:02:11.916287+00:00,knowhub,{},,,
2134531976,https://knowhub.aphrc.org/handle/123456789/1641,Board Reports and Papers,Publication about Board Reports and Papers,"(""Failed to generate content due to technical issues"",)",,,Publication about Board Reports and Papers,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1641', 'keywords': [], 'source_id': 'knowhub-123456789-1641', 'content_type': 'publications'}",2025-03-11 20:02:16.081602+00:00,2025-03-11 20:02:16.081602+00:00,knowhub,{},,,
2134531977,https://knowhub.aphrc.org/handle/123456789/1642,ExCo Reports and Papers,Publication about ExCo Reports and Papers,"(""Failed to generate content due to technical issues"",)",,,Publication about ExCo Reports and Papers,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1642', 'keywords': [], 'source_id': 'knowhub-123456789-1642', 'content_type': 'publications'}",2025-03-11 20:02:21.024000+00:00,2025-03-11 20:02:21.024000+00:00,knowhub,{},,,
